Sample Name	Assay Name	Protocol REF	Performer	Date	Comment [note]	Parameter Value [group1.insecticidal substance]	Term Source Ref	Term Accession Number	Parameter Value [group1.concentration]	Unit	Term Source Ref	Term Accession Number	Parameter Value [duration of exposure]	Unit	Term Source Ref	Term Accession Number	Raw Data File
PMI196	PMI.IR_WHO.PMI196.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI197	PMI.IR_WHO.PMI197.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI198	PMI.IR_WHO.PMI198.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI199	PMI.IR_WHO.PMI199.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI200	PMI.IR_WHO.PMI200.Pirimiphos?methyl 0.25%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.25	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI201	PMI.IR_WHO.PMI201.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI202	PMI.IR_WHO.PMI202.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI203	PMI.IR_WHO.PMI203.Pirimiphos?methyl 0.25%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.25	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI204	PMI.IR_WHO.PMI204.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI205	PMI.IR_WHO.PMI205.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI206	PMI.IR_WHO.PMI206.Pirimiphos?methyl 0.25%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.25	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI207	PMI.IR_WHO.PMI207.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI208	PMI.IR_WHO.PMI208.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI209	PMI.IR_WHO.PMI209.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI210	PMI.IR_WHO.PMI210.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI211	PMI.IR_WHO.PMI211.Malathion 0.5%	IR_WHO				malathion	MIRO	10000065	0.5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI212	PMI.IR_WHO.PMI212.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI213	PMI.IR_WHO.PMI213.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI214	PMI.IR_WHO.PMI214.Malathion 0.5%	IR_WHO				malathion	MIRO	10000065	0.5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI215	PMI.IR_WHO.PMI215.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI216	PMI.IR_WHO.PMI216.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI217	PMI.IR_WHO.PMI217.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI218	PMI.IR_WHO.PMI218.Malathion 0.5%	IR_WHO				malathion	MIRO	10000065	0.5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI219	PMI.IR_WHO.PMI219.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI220	PMI.IR_WHO.PMI220.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI221	PMI.IR_WHO.PMI221.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI222	PMI.IR_WHO.PMI222.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI223	PMI.IR_WHO.PMI223.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI224	PMI.IR_WHO.PMI224.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI225	PMI.IR_WHO.PMI225.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI227	PMI.IR_WHO.PMI227.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI229	PMI.IR_WHO.PMI229.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI231	PMI.IR_WHO.PMI231.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI233	PMI.IR_WHO.PMI233.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI234	PMI.IR_WHO.PMI234.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI235	PMI.IR_WHO.PMI235.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI236	PMI.IR_WHO.PMI236.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI237	PMI.IR_WHO.PMI237.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI238	PMI.IR_WHO.PMI238.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI239	PMI.IR_WHO.PMI239.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI240	PMI.IR_WHO.PMI240.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI241	PMI.IR_WHO.PMI241.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI242	PMI.IR_WHO.PMI242.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI243	PMI.IR_WHO.PMI243.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI244	PMI.IR_WHO.PMI244.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI245	PMI.IR_WHO.PMI245.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI246	PMI.IR_WHO.PMI246.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI247	PMI.IR_WHO.PMI247.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI248	PMI.IR_WHO.PMI248.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI249	PMI.IR_WHO.PMI249.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI250	PMI.IR_WHO.PMI250.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI251	PMI.IR_WHO.PMI251.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI252	PMI.IR_WHO.PMI252.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI253	PMI.IR_WHO.PMI253.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI254	PMI.IR_WHO.PMI254.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI255	PMI.IR_WHO.PMI255.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI256	PMI.IR_WHO.PMI256.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI257	PMI.IR_WHO.PMI257.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI258	PMI.IR_WHO.PMI258.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI259	PMI.IR_WHO.PMI259.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI260	PMI.IR_WHO.PMI260.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI261	PMI.IR_WHO.PMI261.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI262	PMI.IR_WHO.PMI262.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI263	PMI.IR_WHO.PMI263.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI264	PMI.IR_WHO.PMI264.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI265	PMI.IR_WHO.PMI265.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI266	PMI.IR_WHO.PMI266.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI267	PMI.IR_WHO.PMI267.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI268	PMI.IR_WHO.PMI268.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI269	PMI.IR_WHO.PMI269.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI270	PMI.IR_WHO.PMI270.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI271	PMI.IR_WHO.PMI271.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI272	PMI.IR_WHO.PMI272.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI273	PMI.IR_WHO.PMI273.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI274	PMI.IR_WHO.PMI274.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI275	PMI.IR_WHO.PMI275.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI276	PMI.IR_WHO.PMI276.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI277	PMI.IR_WHO.PMI277.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI278	PMI.IR_WHO.PMI278.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI279	PMI.IR_WHO.PMI279.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI280	PMI.IR_WHO.PMI280.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI281	PMI.IR_WHO.PMI281.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI282	PMI.IR_WHO.PMI282.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI283	PMI.IR_WHO.PMI283.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI284	PMI.IR_WHO.PMI284.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI285	PMI.IR_WHO.PMI285.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI286	PMI.IR_WHO.PMI286.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI287	PMI.IR_WHO.PMI287.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI288	PMI.IR_WHO.PMI288.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI289	PMI.IR_WHO.PMI289.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI290	PMI.IR_WHO.PMI290.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI291	PMI.IR_WHO.PMI291.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI292	PMI.IR_WHO.PMI292.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI293	PMI.IR_WHO.PMI293.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI294	PMI.IR_WHO.PMI294.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI295	PMI.IR_WHO.PMI295.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI296	PMI.IR_WHO.PMI296.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI297	PMI.IR_WHO.PMI297.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI298	PMI.IR_WHO.PMI298.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI299	PMI.IR_WHO.PMI299.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI300	PMI.IR_WHO.PMI300.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI301	PMI.IR_WHO.PMI301.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI302	PMI.IR_WHO.PMI302.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI303	PMI.IR_WHO.PMI303.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI304	PMI.IR_WHO.PMI304.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI305	PMI.IR_WHO.PMI305.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI306	PMI.IR_WHO.PMI306.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI307	PMI.IR_WHO.PMI307.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI308	PMI.IR_WHO.PMI308.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI309	PMI.IR_WHO.PMI309.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI310	PMI.IR_WHO.PMI310.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI311	PMI.IR_WHO.PMI311.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI312	PMI.IR_WHO.PMI312.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI313	PMI.IR_WHO.PMI313.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI314	PMI.IR_WHO.PMI314.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI315	PMI.IR_WHO.PMI315.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI316	PMI.IR_WHO.PMI316.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI317	PMI.IR_WHO.PMI317.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI318	PMI.IR_WHO.PMI318.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI319	PMI.IR_WHO.PMI319.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI320	PMI.IR_WHO.PMI320.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI321	PMI.IR_WHO.PMI321.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI322	PMI.IR_WHO.PMI322.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI323	PMI.IR_WHO.PMI323.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI324	PMI.IR_WHO.PMI324.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI325	PMI.IR_WHO.PMI325.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI326	PMI.IR_WHO.PMI326.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI327	PMI.IR_WHO.PMI327.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI328	PMI.IR_WHO.PMI328.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI329	PMI.IR_WHO.PMI329.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI330	PMI.IR_WHO.PMI330.Pirimiphos-methyl 1.0%	IR_WHO				pirimiphos-methyl	MIRO	10000082	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI331	PMI.IR_WHO.PMI331.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI332	PMI.IR_WHO.PMI332.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI333	PMI.IR_WHO.PMI333.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI334	PMI.IR_WHO.PMI334.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI335	PMI.IR_WHO.PMI335.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI336	PMI.IR_WHO.PMI336.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI337	PMI.IR_WHO.PMI337.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI338	PMI.IR_WHO.PMI338.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI339	PMI.IR_WHO.PMI339.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI340	PMI.IR_WHO.PMI340.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI341	PMI.IR_WHO.PMI341.Pirimiphos-methyl 1.0%	IR_WHO				pirimiphos-methyl	MIRO	10000082	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI342	PMI.IR_WHO.PMI342.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI343	PMI.IR_WHO.PMI343.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI344	PMI.IR_WHO.PMI344.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI345	PMI.IR_WHO.PMI345.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI346	PMI.IR_WHO.PMI346.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI347	PMI.IR_WHO.PMI347.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
