Assay Name	Phenotype Name	Observable	Term Source Ref	Term Accession Number	Attribute	Term Source Ref	Term Accession Number	Value	Term Source Ref	Term Accession Number	Unit	Term Source Ref	Term Accession Number
PMI.IR_WHO.PMI188.Fenitrothion 1.0%	mortality percentage:84.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	84.0			percent	UO	0000187
PMI.IR_WHO.PMI190.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI192.Bendiocarb 0.1%	mortality percentage:63.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	63.0			percent	UO	0000187
PMI.IR_WHO.PMI194.Deltamethrin 0.05%	mortality percentage:42.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	42.0			percent	UO	0000187
PMI.IR_WHO.PMI195.Deltamethrin 0.05%	mortality percentage:46.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	46.0			percent	UO	0000187
PMI.IR_WHO.PMI196.Propoxur 0.1%	mortality percentage:88.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.0			percent	UO	0000187
PMI.IR_WHO.PMI197.Bendiocarb 0.1%	mortality percentage:80.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.0			percent	UO	0000187
PMI.IR_WHO.PMI198.Bendiocarb 0.1%	mortality percentage:66.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	66.0			percent	UO	0000187
PMI.IR_WHO.PMI199.Fenitrothion 1.0%	mortality percentage:87.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI200.Pirimiphos?methyl 0.25%	mortality percentage:99.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI201.Bendiocarb 0.1%	mortality percentage:72.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	72.0			percent	UO	0000187
PMI.IR_WHO.PMI202.Fenitrothion 1.0%	mortality percentage:83.5, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	83.5			percent	UO	0000187
PMI.IR_WHO.PMI203.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI204.Bendiocarb 0.1%	mortality percentage:80.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.0			percent	UO	0000187
PMI.IR_WHO.PMI205.Fenitrothion 1.0%	mortality percentage:92.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI206.Pirimiphos?methyl 0.25%	mortality percentage:99.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI207.Propoxur 0.1%	mortality percentage:77.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	77.0			percent	UO	0000187
PMI.IR_WHO.PMI208.Bendiocarb 0.1%	mortality percentage:82.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	82.0			percent	UO	0000187
PMI.IR_WHO.PMI209.Deltamethrin 0.05%	mortality percentage:95.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI210.Fenitrothion 1.0%	mortality percentage:92.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI211.Malathion 0.5%	mortality percentage:99.0, 0.5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI212.Bendiocarb 0.1%	mortality percentage:96.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI213.Deltamethrin 0.05%	mortality percentage:84.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	84.0			percent	UO	0000187
PMI.IR_WHO.PMI214.Malathion 0.5%	mortality percentage:100.0, 0.5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI215.Deltamethrin 0.05%	mortality percentage:45.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	45.0			percent	UO	0000187
PMI.IR_WHO.PMI216.Bendiocarb 0.1%	mortality percentage:85.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI217.Deltamethrin 0.05%	mortality percentage:69.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	69.0			percent	UO	0000187
PMI.IR_WHO.PMI218.Malathion 0.5%	mortality percentage:100.0, 0.5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI219.Bendiocarb 0.1%	mortality percentage:84.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	84.0			percent	UO	0000187
PMI.IR_WHO.PMI220.Bendiocarb 0.1%	mortality percentage:73.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	73.0			percent	UO	0000187
PMI.IR_WHO.PMI221.Bendiocarb 0.1%	mortality percentage:95.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI222.DDT 4.0%	mortality percentage:3.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	3.0			percent	UO	0000187
PMI.IR_WHO.PMI223.Deltamethrin 0.05%	mortality percentage:53.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	53.0			percent	UO	0000187
PMI.IR_WHO.PMI224.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI225.Bendiocarb 0.1%	mortality percentage:99.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI227.DDT 4.0%	mortality percentage:16.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	16.0			percent	UO	0000187
PMI.IR_WHO.PMI229.Deltamethrin 0.05%	mortality percentage:92.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI231.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI233.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI234.DDT 4.0%	mortality percentage:85.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI235.Deltamethrin 0.05%	mortality percentage:85.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI236.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI237.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI238.DDT 4.0%	mortality percentage:80.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.0			percent	UO	0000187
PMI.IR_WHO.PMI239.Deltamethrin 0.05%	mortality percentage:83.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	83.0			percent	UO	0000187
PMI.IR_WHO.PMI240.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI241.Permethrin 0.75%	mortality percentage:56.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	56.0			percent	UO	0000187
PMI.IR_WHO.PMI242.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI243.DDT 4.0%	mortality percentage:32.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	32.0			percent	UO	0000187
PMI.IR_WHO.PMI244.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI245.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI246.Bendiocarb 0.1%	mortality percentage:89.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI247.DDT 4.0%	mortality percentage:97.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI248.Deltamethrin 0.05%	mortality percentage:89.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI249.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI250.Permethrin 0.75%	mortality percentage:94.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	94.0			percent	UO	0000187
PMI.IR_WHO.PMI251.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI252.DDT 4.0%	mortality percentage:54.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	54.0			percent	UO	0000187
PMI.IR_WHO.PMI253.Deltamethrin 0.05%	mortality percentage:85.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI254.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI255.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI256.Permethrin 0.75%	mortality percentage:66.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	66.0			percent	UO	0000187
PMI.IR_WHO.PMI257.Deltamethrin 0.05%	mortality percentage:96.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI258.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI259.Permethrin 0.75%	mortality percentage:100.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI260.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI261.DDT 4.0%	mortality percentage:40.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	40.0			percent	UO	0000187
PMI.IR_WHO.PMI262.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI263.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI264.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI265.Permethrin 0.75%	mortality percentage:64.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	64.0			percent	UO	0000187
PMI.IR_WHO.PMI266.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI267.DDT 4.0%	mortality percentage:46.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	46.0			percent	UO	0000187
PMI.IR_WHO.PMI268.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI269.Lambda-cyhalothrin 0.05%	mortality percentage:97.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI270.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI271.Permethrin 0.75%	mortality percentage:28.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	28.0			percent	UO	0000187
PMI.IR_WHO.PMI272.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI273.DDT 4.0%	mortality percentage:50.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	50.0			percent	UO	0000187
PMI.IR_WHO.PMI274.Deltamethrin 0.05%	mortality percentage:85.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI275.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI276.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI277.Permethrin 0.75%	mortality percentage:56.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	56.0			percent	UO	0000187
PMI.IR_WHO.PMI278.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI279.DDT 4.0%	mortality percentage:40.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	40.0			percent	UO	0000187
PMI.IR_WHO.PMI280.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI281.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI282.Permethrin 0.75%	mortality percentage:27.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	27.0			percent	UO	0000187
PMI.IR_WHO.PMI283.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI284.Deltamethrin 0.05%	mortality percentage:95.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI285.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI286.Permethrin 0.75%	mortality percentage:39.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	39.0			percent	UO	0000187
PMI.IR_WHO.PMI287.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI288.Deltamethrin 0.05%	mortality percentage:96.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI289.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI290.Permethrin 0.75%	mortality percentage:49.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	49.0			percent	UO	0000187
PMI.IR_WHO.PMI291.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI292.Deltamethrin 0.05%	mortality percentage:92.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI293.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI294.Permethrin 0.75%	mortality percentage:45.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	45.0			percent	UO	0000187
PMI.IR_WHO.PMI295.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI296.DDT 4.0%	mortality percentage:17.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	17.0			percent	UO	0000187
PMI.IR_WHO.PMI297.Deltamethrin 0.05%	mortality percentage:99.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI298.Pirimiphos-methyl 0.05%	mortality percentage:100.0, 0.05 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI299.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI300.DDT 4.0%	mortality percentage:45.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	45.0			percent	UO	0000187
PMI.IR_WHO.PMI301.Deltamethrin 0.05%	mortality percentage:99.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI302.Pirimiphos-methyl 0.05%	mortality percentage:100.0, 0.05 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI303.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI304.DDT 4.0%	mortality percentage:17.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	17.0			percent	UO	0000187
PMI.IR_WHO.PMI305.Deltamethrin 0.05%	mortality percentage:99.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI306.Pirimiphos-methyl 0.05%	mortality percentage:100.0, 0.05 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI307.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI308.DDT 4.0%	mortality percentage:13.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	13.0			percent	UO	0000187
PMI.IR_WHO.PMI309.Deltamethrin 0.05%	mortality percentage:98.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI310.Pirimiphos-methyl 0.05%	mortality percentage:100.0, 0.05 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI311.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI312.DDT 4.0%	mortality percentage:42.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	42.0			percent	UO	0000187
PMI.IR_WHO.PMI313.Deltamethrin 0.05%	mortality percentage:99.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI314.Pirimiphos-methyl 0.05%	mortality percentage:100.0, 0.05 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI315.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI316.DDT 4.0%	mortality percentage:13.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	13.0			percent	UO	0000187
PMI.IR_WHO.PMI317.Deltamethrin 0.05%	mortality percentage:98.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
